query	lat	lon	lat_min	lat_max	lon_min	lon_max
Cass, MO	38.6585427	-94.3721539	38.444942	38.8472606	-94.6130122	-94.064041
Cedar, MO	37.7084225	-93.861222	37.575092	37.90242	-94.075396	-93.60891
Chariton, MO	39.5372927	-92.9524728	39.221661	39.706879	-93.295898	-92.693878
Christian, MO	36.9586087	-93.1692896	36.8092788	37.09827	-93.60936	-92.901695
Clark, MO	40.3962004	-91.7362195	40.2479007	40.6136347	-91.95253	-91.42041
Clay, MO	39.3187409	-94.4046405	39.1100199	39.4564174	-94.6080688	-94.211029
Clinton, MO	39.5975986	-94.4184896	39.453526	39.7473084	-94.6022385	-94.209846
Cole, MO	38.5189519	-92.2956433	38.326897	38.740921	-92.493134	-92.0038854
Cooper, MO	38.8452595	-92.8249579	38.685154	39.064266	-93.063263	-92.499001
Crawford, MO	37.9920098	-91.3156445	37.6973012	38.216431	-91.536018	-91.0945123
Dade, MO	37.4323036	-93.8406302	37.2820056	37.5822278	-94.086433	-93.616226
Dallas, MO	37.6832712	-93.0219376	37.4148293	37.907822	-93.191483	-92.845795
Daviess, MO	39.9587505	-93.9962662	39.785084	40.134491	-94.220375	-93.761971
DeKalb, MO	39.885757	-94.4078109	39.743259	40.038334	-94.606178	-94.205338
Dent, MO	37.6211924	-91.5167381	37.4152354	37.7915113	-91.8086972	-91.1534285
Douglas, MO	36.9433177	-92.5246813	36.791225	37.072281	-92.9094895	-92.0887885
Dunklin, MO	36.2156534	-90.0591292	35.995683	36.6311659	-90.37789	-89.953308
Franklin, MO	38.4021095	-91.0841241	38.2039354	38.7083649	-91.3690232	-90.732228
Gasconade, MO	38.4575789	-91.5177499	38.157047	38.7099598	-91.644478	-91.367363
Gentry, MO	40.2044898	-94.4159527	40.033318	40.38538	-94.610977	-94.215508
Greene, MO	37.2671929	-93.3465486	37.0887477	37.4272358	-93.6256286	-93.0615465
Grundy, MO	40.1075648	-93.5737817	39.959408	40.266094	-93.76442	-93.3619521
Harrison, MO	40.337172	-93.9845199	40.132595	40.5775545	-94.234025	-93.763725
Henry, MO	38.3791027	-93.8066565	38.202023	38.566517	-94.075302	-93.511551
Hickory, MO	37.959055	-93.3334746	37.805805	38.073318	-93.576218	-93.064262
Holt, MO	40.0989571	-95.2134565	39.8616746	40.261719	-95.552559	-94.988092
Howard, MO	39.1321077	-92.7181732	38.970264	39.34481	-92.945511	-92.430672
Howell, MO	36.766989	-91.9151975	36.498431	37.0562284	-92.120295	-91.655571
Iron, MO	49.955	3.6608333	49.9352117	49.968003	3.6342087	3.696748
Jackson, MO	39.03540865	-94.3582754507579	38.8333551	39.237083	-94.60817	-94.1052354
Jasper, MO	37.176515	-94.3103412	37.048147	37.3641355	-94.618505	-94.054581
Jefferson, MO	38.267166	-90.5721889	38.0034528	38.5017706	-90.7803989	-90.2493501
Johnson, MO	38.7295547	-93.8161034	38.559135	38.938137	-94.130783	-93.49588
Knox, MO	40.122723	-92.1573551	39.950985	40.3027354	-92.3485695	-91.948029
Laclede, MO	37.6475206	-92.6324187	37.4735298	37.898792	-92.860924	-92.2490056
Lafayette, MO	39.0603689	-93.8151868	38.909119	39.291416	-94.1147278	-93.481041
Lawrence, MO	37.1036975	-93.8535681	36.923668	37.290115	-94.062149	-93.6051858
Lewis, MO	40.0902418	-91.7013355	39.9480294	40.25885	-91.954865	-91.4383569
Lincoln, MO	40.8088861	-96.7077751	40.693767	40.900281	-96.80415	-96.577307
Linn, MO	39.8652349	-93.1104004	39.7000714	40.0373476	-93.368271	-92.8474639
Livingston, MO	39.7639036	-93.5573919	39.611866	39.967762	-93.764694	-93.25946
Macon, MO	39.8416253	-92.5675118	39.60564	40.0373476	-92.8577668	-92.290215
Madison, MO	37.4914691	-90.3567669	37.31171	37.6437277	-90.549873	-90.1385835
Maries, MO	38.1683782	-91.928925	38.013733	38.299694	-92.198143	-91.631027
Marion, MO	39.8080573	-91.6318781	39.659573	39.950439	-91.847122	-91.3100904
McDonald, MO	36.6259839	-94.3529462	36.498587	36.7664877	-94.6183706	-94.0671435
Mercer, MO	40.4095007	-93.5788706	40.263657	40.580481	-93.778361	-93.368469
Miller, MO	38.2118765	-92.4343544	38.021282	38.434963	-92.6958936	-92.18058
Mississippi, MO	36.837087	-89.3336141	36.564948	37.0719614	-89.5199557	-89.098843
Moniteau, MO	38.6074608	-92.5851064	38.431404	38.925434	-92.842873	-92.379738
Monroe, MO	39.494421	-91.9896892	39.339863	39.663433	-92.310402	-91.713928
Montgomery, MO	38.9682313	-91.4821326	38.6761411	39.1478	-91.646942	-91.2600833
Morgan, MO	38.4177341	-92.9183724	38.1862852	38.697517	-93.0777265	-92.624153
New Madrid, MO	36.5749606	-89.6780945	36.336809	36.8708646	-89.9730383	-89.3275182
Newton, MO	36.9070237	-94.3424195	36.7476756	37.0583858	-94.6184163	-94.059212
Nodaway, MO	40.3483437	-94.8723663	40.125797	40.5785299	-95.2024262	-94.601326
Oregon, MO	36.6909747	-91.4219804	36.4971066	36.8882435	-91.678749	-91.1156698
Osage, MO	38.4637283	-91.8708392	38.291111	38.708008	-92.195251	-91.639862
Ozark, MO	36.6467816	-92.4575198	36.497199	36.8060156	-92.7743287	-92.114021
Pemiscot, MO	36.2104949	-89.8351486	35.99902	36.4277174	-89.961708	-89.534507
Perry, MO	37.7107349	-89.8430248	37.563885	37.9056524	-90.1470065	-89.4757574
Pettis, MO	38.7346291	-93.2991713	38.507698	38.945873	-93.512978	-93.053841
Phelps, MO	37.913292	-91.8168126	37.5987369	38.15731	-92.030113	-91.525681
Pike, MO	39.3683251	-91.1825617	39.1390849	39.600491	-91.461739	-90.7211643
Platte, MO	39.3770348	-94.7716306	39.1530914	39.5334887	-95.1033386	-94.6007675
Polk, MO	37.6200803	-93.4087994	37.4170916	37.830181	-93.63163	-93.173439
Pulaski, MO	37.8402606	-92.2248398	37.602702	38.024368	-92.4137169	-92.021172
Putnam, MO	40.4890407	-92.9709709	40.342458	40.5895719	-93.3825909	-92.6643372
Ralls, MO	39.552012	-91.547611	39.32177	39.68758	-91.719902	-91.1797155
Randolph, MO	39.4418988	-92.5009215	39.246658	39.61108	-92.708321	-92.302567
Ray, MO	39.3661726	-93.9888262	39.134289	39.527409	-94.212662	-93.761322
Reynolds, MO	37.3762658	-90.9659462	37.0502634	37.6038981	-91.313736	-90.7366303
Ripley, MO	36.6478735	-90.8887906	36.4976962	36.8242041	-91.1266322	-90.574432
Saline, MO	39.1256186	-93.2300648	38.932343	39.411751	-93.498863	-92.852386
Schuyler, MO	40.4644896	-92.5152037	40.3434581	40.5972973	-92.7213455	-92.3501349
Scotland, MO	40.4479304	-92.1527305	40.3009269	40.6058418	-92.3506939	-91.9431118
Scott, MO	37.0516647	-89.5523071	36.859449	37.2531225	-89.78727	-89.3124198
Shannon, MO	37.1498052	-91.4328245	36.8838283	37.42264	-91.6576969	-91.0168576
Shelby, MO	39.8004535	-92.071021	39.605412	39.954254	-92.299583	-91.840889
St. Charles, MO	38.7877791	-90.6747372	38.5342854	38.967641	-90.9644517	-90.107739
St. Clair, MO	38.0592942	-93.7945456	37.82843	38.221046	-94.066315	-93.496918
St. Francois, MO	37.7763775	-90.5089041	37.6410995	38.0764738	-90.648262	-90.1103961
St. Louis, MO	38.6529545	-90.2411165602464	38.5323215	38.7743396	-90.3206525	-90.1641941
St. Louis City, MO	38.6529545	-90.2411165602464	38.5323215	38.7743396	-90.3206525	-90.1641941
Ste. Genevieve, MO	37.88958	-90.1856637	37.6695864	38.1278176	-90.4590787	-89.9243834
Stoddard, MO	36.8556646	-89.9451636	36.6273515	37.127319	-90.2599275	-89.684891
Stone, MO	36.7377156	-93.4555059	36.498408	36.995773	-93.611923	-93.306633
Sullivan, MO	40.1993002	-93.1140993	40.0331208	40.387928	-93.369896	-92.8552721
Taney, MO	36.6563729	-93.0665776	36.4978315	36.816803	-93.315337	-92.7649926
Texas, MO	37.3354601	-91.9808332	37.0488441	37.6064317	-92.2523564	-91.6466196
Vernon, MO	37.8639924	-94.3800151	37.6426655	38.0595918	-94.617975	-94.058052
Warren, MO	38.7535106	-91.1453948	38.54749	38.9927343	-91.4187231	-90.9586428
Washington, MO	37.9559513	-90.879099	37.7341195	38.2067447	-91.100395	-90.6399291
Wayne, MO	37.1129133	-90.4809149	36.920807	37.31749	-90.7797086	-90.111305
Webster, MO	37.2895151	-92.8792111	37.069637	37.487751	-93.076818	-92.676537
Worth, MO	40.4684837	-94.4176406	40.382133	40.5718949	-94.633507	-94.213966
Wright, MO	37.2731008	-92.4765999	37.0597092	37.482613	-92.689835	-92.245171
Beaverhead, MT	45.1708403	-112.9537553	44.357915	45.941519	-113.938095	-111.463535
Big Horn, MT	45.4608548	-107.5152896	44.9937168	46.0432417	-108.6998463	-106.2636092
Blaine, MT	41.9195837	-99.979237	41.739433	42.088142	-100.267502	-99.683403
Broadwater, MT	46.3252827	-111.4969303	45.837585	46.7817817	-111.7880665	-111.054176
Carbon, MT	45.2050058	-109.1434792	44.9994398	45.638157	-109.798687	-108.0980661
Carter, MT	45.4812219	-104.5596687	44.9975418	46.136902	-105.039444	-104.039563
Cascade, MT	47.3271465	-111.3281242	46.8179043	47.6989074	-112.0479585	-110.635109
Chouteau, MT	47.8835499	-110.367651	47.4167227	48.306715	-111.409454	-109.536018
Custer, MT	38.1072962	-105.3543375	37.889324	38.266018	-105.796897	-105.046806
Daniels, MT	48.7710629	-105.5123296	48.5630659	48.9998333	-106.152634	-104.97304
Dawson, MT	32.7410762	-101.9576048	32.5231401	32.9619871	-102.2084353	-101.688577
Deer Lodge, MT	46.395761	-112.730038	46.389468	46.411384	-112.749827	-112.718427
Fallon, MT	47.5075937	6.4807726	47.487134	47.5228323	6.4604559	6.5020922
Fergus, MT	47.2128617	-109.2175566	46.6936111	47.805698	-110.2134386	-108.3130341
Flathead, MT	48.3840879	-113.972144	47.5963221	49.0011094	-115.020844	-112.885674
Gallatin, MT	37.7509507	-88.2264519	37.5730829	37.916208	-88.374237	-88.0250175
Garfield, MT	39.5462048	-107.8776144	39.365982	40.091473	-109.0514442	-107.031273
Glacier, MT	48.6966449	-112.9467116	48.3074	48.9988717	-114.0682072	-112.1847324
Golden Valley, MT	46.3040364	-109.1714312	46.0444469	46.7515349	-109.6542583	-108.777756
Granite, MT	46.3944149	-113.4687025	45.938634	46.833797	-113.878358	-113.031525
Hill, MT	47.3752671	-109.638757	44.357915	49.0011094	-116.0492317	-104.039563
Jefferson, MT	38.3574054	-90.4711685	38.3570544	38.357866	-90.471937	-90.4702232
Judith Basin, MT	47.0159821	-110.2261158	46.677006	47.416801	-110.789085	-109.7459931
Lake, MT	47.3752671	-109.638757	44.357915	49.0011094	-116.0492317	-104.039563
Lewis and Clark, MT	47.2117026	-112.4768049	46.414911	47.9539821	-113.1659654	-111.4946494
Liberty, MT	30.0856736	-94.7856262	29.8852751	30.490098	-95.1657672	-94.4423054
Lincoln, MT	40.8088861	-96.7077751	40.693767	40.900281	-96.80415	-96.577307
Madison, MT	43.074761	-89.3837613	42.998164	43.171916	-89.571661	-89.2467875
McCone, MT	47.5823259	-105.8467942	47.092906	48.098248	-106.429039	-105.1944654
Meagher, MT	46.6305891	-110.8988278	46.184433	47.0881084	-111.6581024	-110.273056
Mineral, MT	37.6584133	-106.9311267	37.391895	37.974844	-107.144966	-106.691833
Missoula, MT	46.8701049	-113.995267	46.7915386	46.949951	-114.1272915	-113.8973161
Musselshell, MT	46.4728903	-108.4473635	46.132618	46.7559271	-109.010391	-107.7812135
Park, MT	47.3752671	-109.638757	44.357915	49.0011094	-116.0492317	-104.039563
Petroleum, MT	47.0606518	-108.2769626	46.748081	47.598449	-108.7368828	-107.8255105
Phillips, MT	40.5888329	-102.3701723	40.437794	40.7492179	-102.664268	-102.0516231
Pondera, MT	48.2443094	-112.1206742	47.9841	48.483887	-113.35	-111.4089138
Powder River, MT	45.3655661	-105.5982213	44.993424	45.788661	-106.2797548	-104.9813558
Powell, MT	46.9109569	-113.0294193	46.265636	47.601078	-113.471817	-112.293295
Prairie, MT	34.8105247	-91.5751148	34.479736	35.091888	-91.80336	-91.344009
Ravalli, MT	46.0757223	-114.1139453	45.459057	46.661942	-114.566465	-113.5154
Richland, MT	38.7060457	-88.0949352	38.56876	38.850594	-88.300621	-87.907066
Roosevelt, MT	48.3069516	-104.9709901	48.0004984	48.563942	-105.8439988	-104.0441534
Rosebud, MT	46.3894251	-106.6296053	45.1772843	46.8596577	-107.8978374	-106.0865372
Sanders, MT	47.6801812	-115.1769538	47.120717	48.264087	-116.0491187	-114.1870723
Sheridan, MT	39.3530598	-100.4576457	39.131893	39.568459	-100.721558	-100.163452
Silver Bow, MT	45.9009106	-112.6788845	45.624854	46.185468	-113.0855378	-112.190038
Stillwater, MT	36.1156306	-97.0585717	36.0790554	36.2045006	-97.1495688	-97.0153924
Sweet Grass, MT	45.8729386	-109.9503947	45.1720323	46.2207103	-110.291611	-109.417417
Teton, MT	47.8455676	-112.2566035	47.500526	48.1330864	-113.014811	-111.4088438
Toole, MT	48.6768334	-111.7313702	48.218033	48.9986667	-112.1936696	-111.269121
Treasure, MT	46.1833795	-107.2625484	45.8698438	46.482471	-107.7383707	-106.9390186
Valley, MT	47.3752671	-109.638757	44.357915	49.0011094	-116.0492317	-104.039563
Wheatland, MT	46.4335302	-109.8498047	46.2189407	46.752216	-110.2816822	-109.3878516
Wibaux, MT	46.910018	-104.2215171	46.6414131	47.3974669	-104.6073175	-104.044788
Yellowstone, MT	45.9645464	-108.276076	45.461308	46.496123	-108.9256571	-107.4629188
Adams, NE	40.5125798	-98.5148588	40.351204	40.700325	-98.72625	-98.277962
Antelope, NE	42.1864809	-98.0716943	41.915318	42.439594	-98.299995	-97.832817
Arthur, NE	41.5721288	-101.6974898	41.395439	41.74353	-101.986542	-101.404457
Banner, NE	41.5563598	-103.7384513	41.392883	41.698601	-104.052975	-103.368065
Blaine, NE	41.9195837	-99.979237	41.739433	42.088142	-100.267502	-99.683403
Boone, NE	42.321246	-88.8235511	42.1523286	42.4950185	-88.94059	-88.7040913
Box Butte, NE	42.2130279	-103.0700157	42.002136	42.44022	-103.445755	-102.698853
Boyd, NE	42.916011	-98.7614212	42.7615175	42.9985598	-99.255898	-98.3052769
Brown, NE	44.2350232	-94.6955051	44.108883	44.4951734	-95.106201	-94.367241
Buffalo, NE	42.8867166	-78.8783922	42.8260387	42.9664686	-78.9194528	-78.7951677
Burt, NE	41.855662	-96.3357902	41.6819892	42.047238	-96.5553035	-96.064537
Butler, NE	41.2142454	-97.1384119	41.04689	41.455212	-97.368309	-96.903885
Cass, NE	47.0234117	-94.3454604	46.27697	47.479656	-94.785645	-93.769394
Cedar, NE	42.5947161	-97.2399373	42.352924	42.8685808	-97.486465	-97.016495
Chase, NE	47.0099249	6.8243806	46.8466022	47.1655892	6.4326552	7.0876539
Cherry, NE	42.5560174	-101.1503042	42.087063	42.9993811	-102.08461	-100.166725
Cheyenne, NE	41.139981	-104.820246	40.979981	41.299981	-104.980246	-104.660246
Clay, NE	46.8994904	-96.5088202	46.628653	47.1518559	-96.8412467	-96.172913
Colfax, NE	41.5738643	-97.0828487	41.376869	41.745895	-97.253159	-96.904335
Cuming, NE	41.9233919	-96.7921475	41.743813	42.091587	-97.020149	-96.55423
Custer, NE	41.4022198	-99.7272241	41.046097	41.741322	-100.252945	-99.201462
Dakota, NE	44.666655	-93.044911	44.4711806	44.923287	-93.329828	-92.7339495
Dawes, NE	42.71723	-103.1216528	42.43758	43.0008252	-103.5051548	-102.772377
Dawson, NE	40.8776438	-99.8505693	40.668633	41.048107	-100.224304	-99.416603
Deuel, NE	41.1097054	-102.3261249	41.0021358	41.221436	-102.6205533	-102.050529
Dixon, NE	42.4351249	-96.8792569	42.2641264	42.7633154	-97.018974	-96.6321537
Dodge, NE	44.0175404	-92.8678406	43.8484341	44.196942	-93.0460482	-92.6779859
Douglas, NE	45.9340479	-95.4627651	45.759987	46.107971	-95.76931	-95.138779
Dundy, NE	40.1849874	-101.6959427	40.0024879	40.351723	-102.0517563	-101.3224856
Fillmore, NE	43.6466588	-92.0636359	43.5003789	43.850281	-92.4508726	-91.730453
Franklin, NE	39.330959	-85.031923	39.329554	39.332085	-85.032701	-85.031723
Frontier, NE	40.5520473	-100.4230266	40.348763	40.702003	-100.783501	-99.981613
Furnas, NE	40.1791278	-99.8981009	40.001549	40.351574	-100.196465	-99.6282346
Gage, NE	40.2469449	-96.7021336	40.001002	40.523323	-96.918455	-96.462685
Garden, NE	40.7505247	-73.9935502780078	40.7498531	40.751161	-73.9944446	-73.9925924
Garfield, NE	41.895743	-99.0097985	41.739574	42.087307	-99.222054	-98.75946
Gosper, NE	40.5145053	-99.8185651	40.349998	40.700249	-100.094635	-99.642067
Grant, NE	45.9358795	-96.0272071	45.759987	46.109035	-96.266747	-95.759445
Greeley, NE	41.5595746	-98.5300914	41.3934097	41.742313	-98.752693	-98.290787
Hall, NE	41.7370229	-99.5873816	39.9999776	43.0012719	-104.0535227	-95.3080545
Hamilton, NE	-37.7878809	175.281788	-37.846039	-37.6993298	175.1843007	175.3448766
Harlan, NE	40.1617382	-99.4349368	40.0018761	40.350891	-99.630608	-99.1792477
Hayes, NE	49.1672142	6.366144	49.1473863	49.1946956	6.3492351	6.4088088
Hitchcock, NE	40.1659573	-101.0387468	40.002157	40.351013	-101.32576	-100.7568539
Holt, NE	42.4304452	-98.7540783	42.08659	42.896434	-99.255153	-98.299545
Hooker, NE	41.9078471	-101.1572302	41.740372	42.094189	-101.425102	-100.841652
Howard, NE	41.227424	-98.5174349	41.046772	41.394943	-98.748436	-98.286011
Jefferson, NE	40.185543	-97.1786805	40.0015275	40.35141	-97.3691154	-96.916
Johnson, NE	40.3915587	-96.2796179	40.26165	40.5229161	-96.463791	-96.065475
Kearney, NE	40.4906216	-98.9472344	40.350296	40.6894422	-99.180557	-98.724426
Keith, NE	41.1973065	-101.6862537	41.0034716	41.395943	-102.055573	-101.248032
Keya Paha, NE	42.8866032	-99.6995454	42.7170294	42.998711	-100.1985463	-99.251518
Kimball, NE	41.1881305	-103.6997645	41.0016319	41.3945596	-104.0535227	-103.3753577
Knox, NE	42.6206698	-97.8901445	42.436535	42.882777	-98.3108057	-97.484146
Lancaster, NE	40.7768326	-96.7111039	40.522579	41.047665	-96.913795	-96.462601
Lincoln, NE	40.8088861	-96.7077751	40.693767	40.900281	-96.80415	-96.577307
Logan, NE	41.5590057	-100.5030548	41.393902	41.741215	-100.713882	-100.250793
Loup, NE	41.9075834	-99.4608177	41.739876	42.087505	-99.684471	-99.21981
Madison, NE	43.074761	-89.3837613	42.998164	43.171916	-89.571661	-89.2467875
McPherson, NE	41.5621689	-101.082432	41.393902	41.744228	-101.405487	-100.709778
Merrick, NE	41.1650536	-98.0531937	40.872494	41.39518	-98.286736	-97.597488
Morrill, NE	41.683432	-103.0100258	41.436035	42.005142	-103.369591	-102.636406
Nance, NE	46.7409	5.42404	46.7269961	46.7742228	5.3992512	5.4440313
Nemaha, NE	39.7880532	-96.0157844	39.565628	40.0009373	-96.239822	-95.788092
Nuckolls, NE	40.1621285	-98.047997	40.0020521	40.351967	-98.274353	-97.820602
Otoe, NE	40.6566851	-96.1444582	40.52211	40.784974	-96.463791	-95.709934
Pawnee, NE	38.1858758	-99.240825	38.000351	38.348888	-99.585403	-98.913574
Perkins, NE	40.8501242	-101.6522162	40.697338	41.005001	-102.051659	-101.244644
Phelps, NE	40.5078647	-99.425665	40.349319	40.684891	-99.64537	-99.179344
Pierce, NE	42.2591262	-97.6036812	42.091015	42.440495	-97.834587	-97.368523
Platte, NE	41.5760383	-97.51149	41.333427	41.745743	-97.830208	-97.250381
Polk, NE	47.6554613	-96.4193484	47.4990914	48.1754639	-97.147186	-95.552551
Red Willow, NE	40.1686191	-100.4550901	40.0016582	40.351173	-100.756889	-100.1918445
Richardson, NE	40.1194651	-95.7607517	39.9999776	40.261719	-96.0103605	-95.3080545
Rock, NE	43.6733632	-96.2574328	43.5000913	43.8494878	-96.453408	-96.0525649
Saline, NE	37.750075	-88.5302584	37.601452	37.90976	-88.707146	-88.371773
Sarpy, NE	41.1193462	-96.093081	40.996357	41.1912712	-96.339409	-95.841616
Saunders, NE	41.2260007	-96.6520834	41.014656	41.455212	-96.908142	-96.311966
Scotts Bluff, NE	41.8555787	-103.7088303	41.6974927	42.004002	-104.053026	-103.360519
Seward, NE	40.8695533	-97.1706676	40.69725	41.047665	-97.368484	-96.910172
Sheridan, NE	42.4542885	-102.4089285	42.005096	42.9999784	-102.793663	-102.0065
Sherman, NE	41.2206877	-98.99384	41.046249	41.39431	-99.207809	-98.744743
Sioux, NE	42.5055628	-103.7745337	42.0017728	43.0012719	-104.0531795	-103.39946
Stanton, NE	41.9220687	-97.2141158	41.745567	42.092381	-97.369858	-97.018379
Thayer, NE	40.1682672	-97.6348188	40.001966	40.35141	-97.8216593	-97.368607
Thomas, NE	41.9116541	-100.5558924	41.740372	42.089584	-100.84581	-100.2659878
Thurston, NE	42.1837827	-96.5394986	42.015231	42.2778655	-96.8240555	-96.266594
Valley, NE	41.7370229	-99.5873816	39.9999776	43.0012719	-104.0535227	-95.3080545
Washington, NE	38.9199156	-76.980031	38.9099156	38.9299156	-76.990031	-76.970031
Wayne, NE	38.4251958	-88.4197678	38.2553228	38.607216	-88.7024963	-88.147003
Webster, NE	40.1677552	-98.5260923	40.00233	40.352638	-98.728908	-98.2737619
Wheeler, NE	41.8998069	-98.5309487	41.739826	42.08889	-98.760712	-98.29496
York, NE	41.9167594	-73.5662363	41.8967594	41.9367594	-73.5862363	-73.5462363
Carson City, NV	39.167718	-119.723438085736	39.084796	39.250871	-120.004493	-119.548308
Churchill, NV	39.6136309	-118.4191948	39.0736439	40.00304	-119.225739	-117.460182
Clark, NV	36.3467726	-115.0907378	35.0018894	36.854092	-115.8953504	-114.0457336
Douglas, NV	38.9072611	-119.6201824	38.5361748	39.114009	-120.003429	-119.315483
Elko, NV	41.1958128	-115.3272864	40.117844	42.002207	-117.017754	-114.039648
Esmeralda, NV	38.2868442	-118.8811293	38.2668442	38.3068442	-118.9011293	-118.8611293
Eureka, NV	39.9497613	-116.2884505	39.1614631	41.001442	-116.6009863	-115.795082
Humboldt, NV	41.429394	-118.2024818	40.524361	42.00038	-119.330505	-117.016365
Lander, NV	39.9059878	-116.9843374	39.0933429	41.001141	-117.805275	-116.587448
Lincoln, NV	37.5449476	-114.8764448	36.8420756	38.67844	-115.897545	-114.048473
Lyon, NV	38.9887898	-119.1822042	38.41267	39.7405407	-119.712645	-118.7548176
Mineral, NV	38.4815162	-118.498262	37.893826	39.075279	-119.1545638	-117.6915108
Nye, NV	38.3544843	-116.4069616	35.9636045	39.163361	-118.1962949	-114.998985
Pershing, NV	40.3913722	-118.4778996	39.998158	40.9610642	-119.338516	-117.300018
Storey, NV	39.4572167	-119.5157991	39.250871	39.6317574	-119.714455	-119.2742045
Washoe, NV	40.5849048	-119.6131606	39.1654387	41.997641	-120.0057276	-119.172707
White Pine, NV	39.5298185	-114.8899563	38.6773495	40.128902	-115.908218	-114.046386
Belknap, NH	43.5218848	-71.4530581	43.2844916	43.7650312	-71.7317153	-71.1591786
Carroll, NH	44.29879	-71.540909	44.212169	44.3554408	-71.5963186	-71.394874
Cheshire, NH	42.9525022	-72.2834412	42.7121558	43.1819569	-72.5572359	-71.9288611
Coos, NH	44.698627	-71.3768039	44.085768	45.3057789	-71.7647374	-71.0099283
Grafton, NH	43.562979	-71.946716	43.5288921	43.6276954	-72.069503	-71.8640492
Hillsborough, NH	43.1470788	-71.9457434821838	43.0922448	43.2068251	-72.03656	-71.8555238
Merrimack, NH	42.8650864	-71.4934004	42.790768	42.9110827	-71.57742	-71.4523903
Rockingham, NH	42.9966675	-71.1003143	42.7373414	43.2746179	-71.4512246	-70.5613593
Strafford, NH	43.327176	-71.18454	43.203536	43.3551293	-71.2463822	-71.054708
Sullivan, NH	43.0131353	-72.2209182	42.971727	43.053391	-72.259569	-72.174316
Atlantic, NJ	39.3642852	-74.4229351	39.335544	39.417678	-74.501592	-74.4028862
Bergen, NJ	40.7292686	-74.0656969	40.7092686	40.7492686	-74.0856969	-74.0456969
Burlington, NJ	40.0712218	-74.8648859	40.0312218	40.1112218	-74.9048859	-74.8248859
Camden, NJ	39.9448402	-75.1198911	39.898664	39.969478	-75.1363868	-75.066546
Cape May, NJ	38.933431	-74.9214226	38.9254612	38.952147	-74.938801	-74.8638357
Cumberland, NJ	39.3698374	-74.9407279	39.3498374	39.3898374	-74.9607279	-74.9207279
Essex, NJ	39.3405867	-74.4942883	39.3403367	39.3408624	-74.4947073	-74.4938023
Gloucester, NJ	39.7267303	-75.1535378	39.514802	39.888317	-75.4484527	-74.877189
Hudson, NJ	40.861428	-74.922151	40.861276	40.861748	-74.923033	-74.921402
Hunterdon, NJ	40.5770634	-74.9261552	40.339427	40.7890857	-75.1954892	-74.703689
Mercer, NJ	40.2807177	-74.7033717	40.136843	40.4242403	-74.942909	-74.481202
Middlesex, NJ	40.5734911	-74.494037	40.555324	40.593371	-74.527025	-74.469446
Monmouth, NJ	40.2932319	-74.1671114	40.0791435	40.5204577	-74.6136361	-73.9037217
Morris, NJ	39.9873346	-75.0443388	39.9673346	40.0073346	-75.0643388	-75.0243388
Ocean, NJ	39.977818	-74.3319287	39.4751962	40.172355	-74.553105	-73.9661052
Passaic, NJ	40.8567663	-74.1284764	40.834098	40.876812	-74.146704	-74.106786
Salem, NJ	39.5717796	-75.4671423	39.554874	39.584022	-75.494969	-75.452387
Somerset, NJ	40.5012385	-74.485477485179	40.4801771	40.522288	-74.521357	-74.459042
Sussex, NJ	41.2098177	-74.6076614	41.202844	41.216327	-74.616546	-74.598566
Union, NJ	40.6976019	-74.2632024	40.6701695	40.722268	-74.312226	-74.222252
Warren, NJ	40.8602222	-74.9720493	40.5917178	41.095448	-75.2040619	-74.7687267
Bernalillo, NM	35.0349239	-106.6870693	34.86967	35.219419	-107.1971913	-106.144569
Catron, NM	33.9026943	-108.3800825	33.1989761	34.5809733	-109.04747	-107.7113546
Chaves, NM	33.2993426	-104.5133481	32.518769	34.0888015	-105.353907	-103.5095032
Cibola, NM	34.8722771	-107.9398474	34.5777856	35.348866	-109.0461093	-107.0686123
Colfax, NM	36.5571762	-104.6118941	36.21761	36.9966688	-105.3775499	-104.0072991
Curry, NM	34.5220133	-103.3099435	34.3025814	34.9542176	-103.7400399	-103.042521
De Baca, NM	34.2989792	-104.4155765	33.9955544	34.7793725	-104.893406	-103.9458567
Dona Ana, NM	32.32817	-106.8494235	31.783513	33.0528084	-107.2997143	-106.340506
Eddy, NM	32.4003136	-104.3452596	31.9999652	32.9654321	-104.8517216	-103.7227994
Grant, NM	32.7548776	-108.3634144	31.8635888	33.2095485	-109.0477837	-107.6084655
Guadalupe, NM	34.8980615	-104.8282135	34.347004	35.2170694	-105.3129271	-104.1250211
Harding, NM	35.8996832	-103.7873945	35.3895753	36.2184701	-104.4391895	-103.3648482
Hidalgo, NM	31.801493	-108.7598468	31.3322114	32.7778802	-109.0502229	-108.208377
Lea, NM	32.7448727	-103.3828242	32.0002357	33.5705997	-103.8146479	-103.0527343
Lincoln, NM	33.7525727	-105.4158806	33.130802	34.3474294	-106.373751	-104.8834
Los Alamos, NM	35.8814009	-106.2989958	35.871444	35.913289	-106.334687	-106.245395
Luna, NM	32.1345966	-107.7682754	31.783599	32.6055406	-108.2297596	-107.2903453
McKinley, NM	35.6438394	-108.1515609	34.9590175	36.0027475	-109.046796	-107.3061394
Mora, NM	35.972232	-104.9132218	35.755951	36.2625889	-105.7206242	-104.327116
Otero, NM	32.5059533	-105.8063662	32.0001217	33.3906945	-106.3774345	-104.8476577
